AAPL,ABBV,ABT,ADBE,AMD,AMZN,AXP,BA,BABA,BAC,BK,BLK,BNS,BP,C,CAT,CI,COP,COST,CRM,CSCO,CVS,CVX,DE,DHR,DIS,DUK,ENB,EXC,F,FDX,GE,GOOGL,GS,HD,HON,IBM,INTC,ISRG,JPM,KO,LLY,LMT,LOW,MCD,MDT,META,MMM,MO,MRK,MRNA,MS,MSFT,NEE,NFLX,NIO,NKE,NVDA,NVS,ORCL,PEP,PFE,PG,PLTR,PM,PYPL,RTX,RY,SBUX,SCHW,SHEL,SHOP,SNOW,SO,SPGI,SPOT,SQ,T,TD,TGT,TM,TMO,TSLA,UNH,UPS,V,VZ,WMT,XOM,ZTS,ADA-USD,ALGO-USD,ATOM-USD,AVAX-USD,AXS-USD,BCH-USD,BNB-USD,BTC-USD,DOGE-USD,DOT-USD,ENJ-USD,ETH-USD,FIL-USD,ICP-USD,LINK-USD,LTC-USD,MANA-USD,MATIC-USD,SHIB-USD,SOL-USD,UNI-USD,VET-USD,XLM-USD,XRP-USD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004422164706763265,-0.03796717207354561,-0.01567602171301652,-0.008511708176726751,0.026249980428080244,0.00759684535915417,0.007668388049416386,-0.007163274962024402,0.007905921557206153,0.04014839421437122,0.06348763394205492,0.01588136117589123,-0.001736647507475153,0.06466439037168903,0.05646244602175754,0.0037031798055651155,-0.0016517693609148232,-0.009942908235377801,0.0,-0.011960149587772029,-0.006992958602853316,0.004508856489075175,0.05561360202858756,0.011355287323859597
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04061236696535098,0.06819964346329677,0.10382737726866753,-0.04453826107934322,-0.022664449731970238,-0.028780380767286062,-0.03624539318935727,-0.0187368774698079,-0.024741568834620198,0.012577165038010207,-0.023419513645964285,-0.017804782359288618,-0.02157581392632346,0.0735091260705869,0.07979225940351542,-0.018471392196661274,-0.02632141202273519,-0.04571571587861589,-0.02941177414700369,-0.034499377391230324,-0.021126818297618644,-0.014567929787371647,-0.005217549618264483,-0.030534755766911337
-0.012691598131736037,-0.0019200590845679377,-0.023518361454354153,-0.0183744621558668,-0.03873806650308964,-0.016915587005979504,0.03210263648765754,0.027759089076869747,-0.006811794370146895,0.03919447789685937,0.035720448514985126,0.006021604769651301,0.0012598486512944707,0.0431128190065484,0.007765580639300662,0.05352640359773986,-0.0038428722862735576,0.043378018514490524,-0.004376299343633705,-0.028301999426080138,-0.02452621292454593,0.001248035753762755,0.018195462208338675,0.06049549380904029,-0.026919039647337106,-0.006570572187409751,-0.0007727775799997172,-0.006627439704325,-0.001051625110579768,0.11667421751139573,0.024598910504825433,0.03252280353711723,-0.004082947309607676,0.03073379820549338,0.010277979067765841,0.010638128922262347,0.014554738831946912,-0.0013156131120403147,-0.014916653103298594,0.037909804201309294,0.01669467035483807,-0.018106172184292002,0.02153176687777525,0.016829064091497647,-0.00026053043706697476,0.0027332365238403877,-0.0059371727502531835,0.014009166484439728,0.022097263084827068,0.0018212660772074507,-0.008466307029682762,0.040622670561522245,-0.01714716744710587,-0.010691707452723298,-0.010412258322256118,-0.0564685159266739,0.010445109555274446,-0.027588730727480804,-0.004552233825590446,0.010693890602765821,0.0014455944218094707,-0.037422945890132286,0.0034992114517005124,-0.019427986886747073,0.006371918929416687,-0.0194931927986407,0.03506938386527314,0.00466976682968312,-0.020911937477531284,0.04897414170424885,0.029794054098199574,-0.10364305084449787,-0.04963709075507039,0.0,-0.0027759965099587447,-0.02006884453546498,-0.046942614189752985,0.008257784453910677,0.005786762281337898,0.0095710167128924,0.06924692479568462,-0.041741648597153014,-0.041832696836128,-0.022656687499537864,0.01775178269061084,0.0046517464865381,0.01964142927196688,-0.01832017991893764,0.03761394005672858,-0.03807202491752515,-0.007550491828268058,-0.06348642350339084,0.06837284611935779,-0.04536463242644051,-0.014012557917871704,-0.017058581668565775,-0.009040338769581435,-0.012065555013512697,-0.007554835062901222,-0.04409118926987088,-0.03512391648954305,0.008687307931515731,0.030788924945255536,0.15373221844232376,-0.0020378629713331264,-0.011109319324094091,-0.02280464534428528,-0.026885858883445524,-0.03030304032501041,-0.013851275281608122,-0.007194194895376427,0.0019338179451013904,-0.0362326290233842,-0.009859740142263651
-0.026599853807357965,0.005253020896533123,-0.0044930213901486216,-0.07142600600039484,-0.05726356721585413,-0.018893091563845,-0.010656132501396076,-0.002621343190536085,0.013382485636490138,-0.016878522399492835,-0.006930719244391148,-0.02774703589637051,-0.011465335259152276,-0.0063047188509463,-0.011637038915841558,0.0076579048436977715,0.013801942731675121,-0.017149328979781053,-0.02536197168523935,-0.08282635943220895,-0.01583667279273726,0.014574651196819,0.006505760122168747,0.002046755774418818,-0.006379114861124413,-0.00346739350487113,0.0022240624259306507,0.010007772892650202,-0.0007015456140158083,-0.02673792293564392,-0.010494191202243153,0.0,-0.045876314924452766,-0.02171884127059953,-0.013564741087563892,0.009856402965621625,0.0014489498885472685,0.013737165742744084,-0.0357555550889479,-0.01828205287696616,0.008293259862898639,-0.023087742870656403,-0.010635655354452767,-0.01947570412680688,-0.004916041121787451,-0.0035716443315484403,-0.03672780645775686,-0.004106014263166702,-0.007954506088838409,0.024282395167088966,-0.0765039132319223,-0.02474581836344547,-0.03838796858007554,-0.01047639899538133,-0.03997294072047808,-0.05383156323769711,-0.02488120644145131,-0.057562456973034415,0.006402193237511122,-0.02678960528264962,0.003405790844094092,0.020172342937246013,0.004526799236569401,-0.06659333994169625,-0.004048150470357226,-0.02082241153211284,-0.004999069312561777,0.007158102413745038,-0.033263170003856146,-0.0072256812921293045,0.00043508904524003356,-0.02606679682248625,-0.059138604044940424,0.0011733937923266158,-0.008829388975889252,-0.048315630794948716,-0.08213392303140099,0.022231132028233347,0.0011509617467184707,-0.022675906387748523,-0.011245571894718864,0.0008415745588521428,-0.05347121367683638,-0.0024648993202531777,-0.012563771201251628,-0.01105824606958461,0.010286161516549708,0.013521096739245841,0.012437578733441423,-0.03802424059916132,-0.05767971146011741,-0.06854194530439683,-0.07606540141603191,-0.052176529108452496,-0.13603199224016882,-0.06070254106664963,-0.0639384580600314,-0.050734060615097554,-0.055585549591469996,-0.06885846125274964,-0.09003250659135631,-0.06422404850925867,-0.07868640001572436,-0.09097533392488055,0.08169459400669465,-0.0730400384971559,-0.07908859937434132,-0.07256229707085071,-0.06250002131628207,-0.07645144794987191,0.8913043661649842,-0.011848022225437127,-0.044291883252751685,-0.06101208921807233
-0.01669342641812288,-0.004710418929002369,-0.00014802304740946237,-0.0006026039752878853,0.0005876006951239798,-0.006710981961323137,0.009163635933489012,-0.008119448664098639,0.045146885086293276,0.020135690253236582,0.018610881833278636,0.004171400634055189,0.014285925023655333,0.01550955428595846,0.0327764207084873,0.010193394756558227,-0.03796715512717941,0.037541242239631734,-0.00021801280805011647,0.006500664169758252,0.010616934850423032,-0.030431872094037304,0.00850929605772488,0.011584605815424531,-0.004520200447674649,0.011018597971903299,-0.0016402385876441716,0.016768090403373348,-0.004212642814346856,0.03381219342976571,0.004043732870251171,0.0058367358243127665,-0.00019951328528655665,-0.004264470012261712,-0.0036341473208534314,-0.001137085664924875,-0.020836365455068284,0.0025989897076494906,-0.022722676572228595,0.010623936150816693,-0.0052638721968748525,-0.005064042874820318,-0.00039102691692272096,0.011933464598705035,0.00935658045753418,-0.009810478534093225,0.025572974914536806,-0.008301062412912508,0.011718679100408247,-0.0006336983173473865,0.0038563483135751753,0.017112630530258244,-0.007901797587842152,-0.04413242236916104,-0.025074078471557182,-0.01907629554329593,-0.00745773466413302,0.020794205438145807,0.0029535936383775496,0.002321687962259622,0.00023018488609460874,-0.014200863475728354,-0.008403826411591209,-0.012971658327264102,0.015216346438879702,0.027302845214605354,0.005470737334114073,0.014491644181617636,0.006338239118826028,0.01601171815346336,0.016307738842381125,-0.017714151298855008,0.0007410692367757488,-0.0011720185530319505,-0.008337923037776918,0.002503326007282869,0.008153865246043557,-0.003815450462500203,0.00983385022811456,0.010880125126037532,0.014216822011394292,0.003039560487819948,-0.02152337383085412,-0.04092396190737957,0.009694143756610929,-0.001136367741947808,-0.00481304446083719,-0.002779208808947664,0.023520556688110705,0.003971254731614415,0.03542072710606603,0.004372748056530984,0.03550006558862706,-0.027122816294398167,-0.017183878207307157,-0.0023240088251691438,-0.0037497432012737475,-0.009366159015892994,0.004974251051199197,-0.0013180396038264819,0.04965007988157932,-0.0371730634280415,-0.007935496576731094,-0.00540071904868078,-0.002773876765040151,0.003047068553212018,0.15700663308709428,0.025190449248465363,0.03333334545992961,-0.030099218701424624,-0.00766289335330983,-0.028263147771470987,0.0030079961607545336,0.009024312764022158
0.000988316198496264,-0.0025880132148540236,0.003108108116178343,-0.006652110290666147,-0.03105039903252349,-0.004287778294336242,0.00855991205838258,0.019683939311981202,0.025112542034429586,0.02181590337541972,0.016802592205483746,-0.003595703995269095,0.009900858567599924,0.029850576894663527,0.013403292792870669,0.009910357530515501,0.02478692103468383,0.02739211091214444,-0.024772580987728943,-0.0036657924671068542,0.00344725189413686,0.015596134371673731,0.01435987149727258,0.006084639482082155,-0.027145250168388202,0.00592739141553511,0.009954515184122492,0.013993216564475608,-0.0015866319990918143,-0.0008175359200618404,0.0030397470211749322,0.014507258094173636,-0.005303204109838866,0.0014612655517205475,-0.029943817030440467,0.023384908843258057,-0.003768265254613823,-0.010553452756160708,-0.029594782295822686,0.009908239543213071,-0.0023152933875613124,0.0006553605869241697,0.0059779322867539175,-0.02599023915439569,-0.00975184347471536,0.001810059537712183,-0.0020152196592190252,0.010954973449469385,0.01137994661856645,0.018647714199269805,-0.010182342743226047,0.006091812775579131,0.0005096919618889917,0.007461852771005084,-0.022104106263326484,-0.00034118829969465025,-0.02527319856231336,-0.03303994325646442,0.011552819444464735,0.013551063609484437,0.0012652512194335497,0.016046743052458456,-0.000552771066486879,-0.01075270654939553,0.01775998363035014,-0.024288750534002035,0.004219295768919551,0.020197963647361705,-0.03212167500920504,0.011020481147612227,0.0113394676521259,-0.020916562514950443,0.008717884714451785,0.00689447463215398,-0.011527654952541933,-0.020545855143579428,-0.02156788536563392,0.03416306273201797,0.01070538846946123,-0.0024638012138963328,0.0034543301196807707,-0.02148633930663124,-0.035446567451716815,-0.02352809258512778,0.007016205423451494,-0.012696251940072623,0.02108433425207279,0.009545522025458109,0.008196680934721368,-0.02911429244404562,-0.053317703079197365,-0.08005777859649055,-0.040824419669336476,-0.0885604369914944,-0.06995344108198476,-0.03639416895621295,-0.053852599528187994,-0.03714070469186992,-0.0323943758910209,-0.06859216480126196,-0.08743527372271565,-0.06587795854818668,-0.046511969380879425,-0.011606427437636957,0.022990209371416714,-0.03674136298233199,-0.09866299180352112,-0.08750477731160444,-0.0645160930688875,-0.09325538772018815,-0.03860999652551944,-0.04946415092024614,-0.04150185105597237,-0.023385339829828933
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.01983825358821778,-0.037398461938905836,-0.06794265507206432,-0.031242916223578,-0.039039295458405454,-0.03056624717132539,-0.0391754780659318,0.004235994902819673,-0.01979705321818781,-0.03595193267464569,-0.036649199245452846,-0.031704077942472875,-0.06421161150258947,0.09026085091477998,-0.018714478711545746,-0.010274418905292904,-0.03718128748625549,-0.028223476792443747,-0.034482769435132954,0.04479849921050816,0.004016094768615863,-0.035656104749275164,-0.0034402371585510183,-0.02016316341720059
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.011496377128391244,0.010555105602610082,-0.026094549962965896,0.06126472634712532,0.020887990378414267,0.007601385717261877,0.019888417799982516,0.004256970472081845,-0.005850378427569192,0.02489438160293589,0.01616783890058815,0.021274058960640163,0.027018772594659124,0.09467432861412983,0.08209749649075038,0.00892012724111213,0.0007779572293915571,0.05995315988598349,0.0,-0.01174944286588886,0.003999913852665848,0.012998483526658777,0.020306623816485736,0.009117416976858417
0.00011652290259900333,0.011195022603499805,-0.0022131983660375054,0.0296260123774561,0.0,-0.006570176170610398,-0.003670059307504636,-0.02872390924086432,-0.011632365189773397,-0.005083495673628646,0.007540503583335578,-0.021215511887920924,-0.009389708533317553,-0.003707389990587062,0.0038003486832245414,-0.011374267396005,0.002187217059387958,0.004836172742179956,-0.03241463007274281,0.0057817352160352,0.011287442262559955,0.00834993875506318,0.0006398763014363595,0.0031955020816418767,0.024892573763974024,-0.00779305515103923,0.0005739609717971828,0.003942872309399492,0.003178098565409737,-0.024140614666979587,-0.028183045192682887,-0.019526566958202318,0.012060576736509399,0.004175983199957045,-0.015624598022485059,-0.010614058498351842,0.001483167281875808,0.03312104999247656,0.0038237077976555067,0.0009572386049720993,0.0016575109312475522,0.002350809258798936,0.008635430231210828,-0.013540985807826478,-0.009922687238963723,0.004374281539319069,-0.011211998680007884,-0.01411506260099149,0.015471086152518465,0.025778199872871443,0.09277095427507587,0.0007686827569806098,0.0007323089432333951,-0.02453417959447146,-0.002236391487295708,-0.013310559720258963,-0.04160018580063374,0.005615199369481072,0.008621652178490757,0.020226365667882718,0.0005169056376252978,0.009332376443682788,-0.013641315411908383,-0.003623156272787309,0.01149872440015498,-0.02478682837945967,-0.007850113161813499,0.002943152249480052,-0.014316221046238975,-0.0009810898053491668,-0.005500515353994873,-0.011629747172974936,0.010177584039941623,-0.0016027477371653998,-0.025427791478596973,0.0037123258979212537,0.020771531587279624,0.006466389295995967,-0.006564711926846156,-0.01455945484218324,-0.0004489938973979424,0.029601360396570353,0.03034195341380186,0.013955519507015346,-0.029473705338721512,-0.022999545074837147,-0.006821696292391044,-0.0019323233657413397,-0.0059524500241059375,0.007153326940370741,-0.03902335836383908,-0.023793358731757808,0.08226290024879379,-0.05239460706460786,-0.05009340224974368,-0.03456253531426068,-0.03160710158825908,-0.0021554853640055605,-0.05101116109894044,-0.0344032377185286,-0.05563622795011203,-0.02364136800640171,-0.06830908206353137,-0.04344783529193619,0.011501361308666302,-0.03400272197957244,-0.04172107850279061,-0.02066453243197497,-0.03571429731498332,-0.03467834594164154,0.0,-0.0460715710470726,-0.0312546018256622,-0.020105868842365315
0.016783640830985824,0.004252539819222134,0.003252965745439651,0.007721121705952516,0.04022725423177076,0.024002125643924677,0.009439237635999298,0.03205774588950927,0.03031960501252584,0.005722693241143384,0.004299350838946836,0.017003736474745734,0.01742409252638577,0.03315300919521991,0.01635612334480574,-0.007625024914932554,0.027600502409430794,0.03159336763257081,0.006225888390059664,0.022688573083833763,0.008896860172517007,0.009328264637903816,0.022859797036986595,0.0018163744758710187,0.007590217425901047,0.008237367546394259,-0.012719638798106003,0.014727563327249227,-0.021119440573433845,0.020964314341125334,-0.00393677588172181,0.023838210503234647,0.007690893184269854,0.00972005120506414,-0.0020389457499352392,0.01335124352573902,-0.015996301604794594,0.012678951474433209,0.007649034631868723,0.0010159762862615995,0.00033106334144128446,0.008496372412667874,0.0024499739415393407,0.007307350155995929,-0.008660912873694526,0.021492170806174604,0.019203247045813887,0.008849416672508381,-0.020973316276762688,-0.008498084205229572,-0.052674359090043366,0.01719000535339532,0.0022593493205198545,0.005931921181222544,0.0018339377869873719,0.03839504033933516,-0.0009306551566398147,0.015219109805972852,-0.0023311647746147024,-0.008960490690825273,-0.0004592553397192445,0.008001266776081595,-0.011587480651785165,0.023636326645359862,0.0070803236131364855,0.04684344065139978,0.011032875886374027,0.017161613374225837,-0.018768467446864556,0.024659198767793322,0.03148279271065113,0.02310887061391753,-0.004822851781028703,-0.01284089295172064,0.012930777461656717,0.047056714880205464,0.027339403827856712,-0.0045351838271361355,0.018045407484344134,0.0005717315584756744,0.007736400028697243,-0.0072638018183003306,0.005935024657598653,0.008601998593059212,-0.0021725027460893775,0.011369482445695356,-0.005197656014391261,-0.0028351663799994764,0.04206226897534804,0.0009408869403055853,0.05058098111909115,0.056957419572641,0.023377487181140966,0.0587844123287129,0.059980084741842354,0.015825385462647334,0.0908012866779706,0.021869109453241498,0.07003396856348743,0.07417433988899225,0.06672820057785511,0.05027854349203764,0.025486030090203116,-0.004558725707707767,-0.04276098919327642,0.03714434050796411,0.04022597084261381,0.1376305026360316,0.03703704951295883,0.03110524949486204,0.01992035521980129,0.04884351101693318,0.038023312427623246,0.04222579150584127
